"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Asik mulai ngerapihin feed niee. Yg post squid game tadinya gausah dihapus Te biar pas tuh hihi. Tapi rapopo pokoke… https://t.co/waSpaRjKxV",FALSE,0,NA,2021-12-09 14:53:48,TRUE,NA,"1468957057013325834",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tepapuru",0,FALSE,FALSE,NA,NA
"2","@azharfattah_ lah sama wkwk trakhir gue nonton squid game. tp bentar lg balik nonton netflix soalnya ada emily in paris 2",FALSE,0,"azharfattah_",2021-12-09 14:52:45,FALSE,"1468938585864687618","1468956792931512321","499701121","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","minniewonder",0,FALSE,FALSE,NA,NA
"3","@escoaloplop Kosple jadi boneka yg di squid game kak <U+0001F923>",FALSE,0,"escoaloplop",2021-12-09 14:44:43,FALSE,"1468951918290432012","1468954767627939850","21411026","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","setsunavie",0,FALSE,FALSE,NA,NA
"4","sumpah gue nysel bgt nntn squid game",FALSE,0,NA,2021-12-09 14:39:57,FALSE,NA,"1468953570833690628",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guekeceyes",0,FALSE,FALSE,NA,NA
"5","@nantadv Lebih mirip squid game<U+0001F44D><U+0001F3FB><U+0001F64F><U+0001F3FB>",FALSE,1,"nantadv",2021-12-09 14:39:02,FALSE,"1468952833319833601","1468953338725105668","1283672478775013376","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","archiveforran_",0,FALSE,FALSE,NA,NA
"6","@schfess Bawahnya ijo squid game, atas warna putih",FALSE,0,"schfess",2021-12-09 14:19:02,FALSE,"1468899741077438464","1468948305803563014","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rawrbery",0,FALSE,FALSE,NA,NA
"7","@kdrama_menfess Start up ini drama over3 hype bgttt, mana tim2 an nya ngeri pol wkwk
Youth of may
Squid game
Nevert… https://t.co/raTx6LphSX",FALSE,0,"kdrama_menfess",2021-12-09 14:16:51,TRUE,"1468765890665533442","1468947756718833665","1012588105591713793","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__bibelll",0,FALSE,FALSE,NA,NA
"8","Aku tahun ini jarang banget nonton film, terakhir sih Squid Game, dan mental aku bener bener kekuras banget nonton… https://t.co/LkOOoY9obL",FALSE,0,NA,2021-12-09 14:08:08,TRUE,NA,"1468945561202016261",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goIdener",0,FALSE,FALSE,NA,NA
"9","@teuverse_id @treasuremembers Sama sukk jangan2 kita jodoh? Uhuyyy

Btw ini dramanya seru but endingnya gk muasin,… https://t.co/TTH7Q2qs5T",FALSE,0,"teuverse_id",2021-12-09 14:04:07,TRUE,"1468928421128331267","1468944550357979136","1376469852479574020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SkiesLlaaaaa",0,FALSE,FALSE,NA,NA
"10","Yasin rayuwar talakan Nigeria yadda kasan Squid game haka take..manya sun samu a caca,suna zaune suna kallonmu,da k… https://t.co/HXCz8mSD5F",FALSE,4,NA,2021-12-09 14:02:27,TRUE,NA,"1468944133293228035",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SAFETYUSTAZ",0,FALSE,FALSE,NA,NA
"11","@teddynoze lari dari permainan squid game<U+0001F614>",FALSE,0,"teddynoze",2021-12-09 13:59:22,FALSE,"1468939638240727046","1468943357384658944","1452228337066250247","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rradelphia",0,FALSE,FALSE,NA,NA
"12","@schfess warna baju peserta squid game. ijo(?) putih",FALSE,0,"schfess",2021-12-09 13:58:33,FALSE,"1468899741077438464","1468943151255605250","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","migguyu",0,FALSE,FALSE,NA,NA
"13","@craemkoo haritu v gambar yg dia post story pakai baju squid game tu ni hobi lak <U+0001F923>",FALSE,0,"craemkoo",2021-12-09 13:58:11,FALSE,"1468942399476957185","1468943058859290625","1434903691509649412","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","f4irytaeee",0,FALSE,FALSE,NA,NA
"14","@convomfs Sekolah w jd kayak peserta squid game<U+0001F613>",FALSE,0,"convomfs",2021-12-09 13:51:04,FALSE,"1468913432057368580","1468941266477977601","1284061445148209154","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","turquoiises",0,FALSE,FALSE,NA,NA
"15","@aprilliouz saat ini dia lagi terobsesi banget sama squid game sih
tontonan nya selama ini antara tok tok sama yutub <U+0001F62C>",FALSE,0,"aprilliouz",2021-12-09 13:47:38,FALSE,"1468938665841737729","1468940405651619840","1166270224527585282","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Itsme_Bunn",0,FALSE,FALSE,NA,NA
"16","nih jadi peserta squid game, wkwk. https://t.co/vHV0yr7mpy https://t.co/cwVaI3p0B6",FALSE,0,NA,2021-12-09 13:44:27,FALSE,NA,"1468939602182295554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khrssha",0,FALSE,FALSE,NA,NA
"17","Najimi tak boleh masuk Squid Game do. Mati katak nanti <U+0001F602><U+0001F602> https://t.co/iqYoTv0mHW",FALSE,0,NA,2021-12-09 13:39:57,FALSE,NA,"1468938472199122946",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_naddddzirah",0,FALSE,FALSE,NA,NA
"18","Trnyata selama ini saya bekerja diperusahaan squid game.",FALSE,0,NA,2021-12-09 13:38:12,FALSE,NA,"1468938028865388544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mkhaycal",0,FALSE,FALSE,NA,NA
"19","Byk sgt sampai x ingat apa yg belum layan. Ce min suggest sikit.
Yg dah habis:
-LCDP
-Good doctor
-Squid game
-AHS… https://t.co/sGOvE9Bk8d",FALSE,0,NA,2021-12-09 13:36:09,TRUE,NA,"1468937515352850436",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","securedinsanity",0,FALSE,FALSE,NA,NA
"20","@allshinesun Itzy mah kata nya collab sama preman yang di squid game itu",FALSE,0,"allshinesun",2021-12-09 13:35:05,FALSE,"1468936510711877633","1468937246384353281","869665637722763264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blissunoo",0,FALSE,FALSE,NA,NA
"21","@JalanArjuna stiker2 squid game tuh diblakang",FALSE,0,"JalanArjuna",2021-12-09 13:32:27,FALSE,"1468867621151907845","1468936583529205767","2544653736","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","southlandorks",0,FALSE,FALSE,NA,NA
"22","@shamsul__kamal Najib nak buat angkut org main squid game",FALSE,1,"shamsul__kamal",2021-12-09 13:29:27,FALSE,"1468730077890236423","1468935828021776387","2686420063","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taminyik",0,FALSE,FALSE,NA,NA
"23","@archiveforran_ @schfess kok pada ngelike si anj, maksud gue tuh.. baju olahraga sekolah gue jg sama kayak dia, kayak squid game. anjrot",FALSE,1,"twaffelas",2021-12-09 13:29:23,FALSE,"1468921768706334727","1468935811966009350","1107175202985668608","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","twaffelas",0,FALSE,FALSE,NA,NA
"24","@NetflixKR Efek heechul jadi pengemis di new world, akhirnya dia join squid game. :"")",FALSE,0,"NetflixKR",2021-12-09 13:21:37,FALSE,"1468868029358370821","1468933858024255488","3026881800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohharuyaa",0,FALSE,FALSE,NA,NA
"25","@pemulungroti utun punya baju gambar shiva atau squid game ngga",FALSE,0,"pemulungroti",2021-12-09 13:20:39,FALSE,"1468871239888302082","1468933612426842113","852772790117703681","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","im_like_tea_tea",0,FALSE,FALSE,NA,NA
"26","@schfess seragam olahraga gua kaya baju pemain squid game <U+0001F62D><U+0001F62D>",FALSE,0,"schfess",2021-12-09 13:17:00,FALSE,"1468899741077438464","1468932693173817345","1201673806156161025","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wwiinn_6",0,FALSE,FALSE,NA,NA
"27","@archiveforran_ @schfess AWOWKOWOW KAYA SQUID GAME INI KALIAN BISA BIKIN PARODI <U+0001F62D> tapi pengen juga ih bagus",FALSE,1,"archiveforran_",2021-12-09 13:16:06,FALSE,"1468918468917432321","1468932468396806145","1136048600423624704","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vousatrouve",0,FALSE,FALSE,NA,NA
"28","aku juga mikir gini <U+0001F914> jihoon tuh pake baju squid game di narangitja. U know... https://t.co/5tv9cUICkO",FALSE,0,NA,2021-12-09 13:13:54,FALSE,NA,"1468931916132806659",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","99kyleyedam",0,FALSE,FALSE,NA,NA
"29","@schfess Warnanya persis sama jaket squid game gaboong https://t.co/aSnyKYQiaa",FALSE,6,"schfess",2021-12-09 13:08:52,FALSE,"1468899741077438464","1468930645854285827","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GYBEENT",0,FALSE,FALSE,NA,NA
"30","@kdrama_menfess Squid game jugaa. Jadinya ga nonton"" ampe skrg wkwk",FALSE,0,"matchhaafrappe",2021-12-09 13:05:40,FALSE,"1468929614982438912","1468929840413691908","897520728","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","matchhaafrappe",0,FALSE,FALSE,NA,NA
"31","@convomf baju olahraga sekolahku kayak peserta squid game",FALSE,0,"convomf",2021-12-09 12:54:52,FALSE,"1468917144649809920","1468927125847642115","1314975287294083073","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","capekhyung",0,FALSE,FALSE,NA,NA
"32","@addictedwithjoo eh lucu bgt boneka squid game nya",FALSE,0,"addictedwithjoo",2021-12-09 12:53:12,FALSE,"1468926269341384704","1468926703829278728","1461285432298131456","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saturnian_id",0,FALSE,FALSE,NA,NA
"33","Cb kali ini udah kayak 'Squid Game', yang gabisa pinter² jaga diri pasti udh mati ketembak

Heuhh..",FALSE,0,NA,2021-12-09 12:48:45,FALSE,NA,"1468925586408017922",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Heya006",0,FALSE,FALSE,NA,NA
"34","oot. dikit lagi 2021 abis. jujur ngerasa kepanggil sama parfum ini. squid game, covid delta, ngampus online, cari j… https://t.co/5Qv3uzfJ7q",FALSE,15,NA,2021-12-09 12:47:16,TRUE,NA,"1468925211785322497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","collegemenfess",1,FALSE,FALSE,NA,NA
"35","@schfess yg merah angkatan lama, yg ijo angkatan baru kek member squid game https://t.co/kfuhbsJR7z",FALSE,9,"schfess",2021-12-09 12:36:56,FALSE,"1468899741077438464","1468922610612203521","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fllsunday",0,FALSE,FALSE,NA,NA
"36","@user14029700 NETFLIX <U+0001F3A5>

 —HARIAN 
1 HARI : 4K
3 HARI : 8K
7 HARI : 13K
—SHARING 
1 BULAN : 38k
—PRIVATE 
1 BULAN :… https://t.co/awAr8HDdE6",FALSE,0,"user14029700",2021-12-09 12:36:11,TRUE,"1468917007772839937","1468922423802163204","1296829220283269121","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stairysz",0,FALSE,FALSE,NA,NA
"37","@archiveforran_ @schfess KWKWWKKW SAMA KEK SQUID GAME",FALSE,88,"archiveforran_",2021-12-09 12:33:35,FALSE,"1468918468917432321","1468921768706334727","1136048600423624704","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","twaffelas",0,FALSE,FALSE,NA,NA
"38","@schfess gue kek peserta squid game bgst <U+0001F62D><U+0001F485><U+0001F3FB>",FALSE,0,"schfess",2021-12-09 12:33:15,FALSE,"1468899741077438464","1468921683083882496","1201673806156161025","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","twaffelas",0,FALSE,FALSE,NA,NA
"39","#InfoGenWaniPooll Squid Game memenangkan penghargaan khusus dalam American Film Institute (AFI) 2021 pada Rabu (8/1… https://t.co/9fRN1ma3M9",FALSE,0,NA,2021-12-09 12:30:00,TRUE,NA,"1468920866083770368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gen1031fmsby",0,FALSE,FALSE,NA,NA
"40","Nonton lee jung jae di film 18+ tuh kek waaaaaaaw

Tapi emg sebelum squid game dia perannya baddas² teros",FALSE,0,NA,2021-12-09 12:29:35,FALSE,NA,"1468920763314892800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naega_hoshii",0,FALSE,FALSE,NA,NA
"41","akibat jadi kim beggar di new world, akhirnya main squid game ya chul. tak tunggu plot twist-nya. https://t.co/qgUkskSlfd",FALSE,0,NA,2021-12-09 12:28:45,FALSE,NA,"1468920553708818434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QueenEster21",0,FALSE,FALSE,NA,NA
"42","@kostanalter Kayak squid game ga ujung2nya?<U+0001F602>",FALSE,0,"kostanalter",2021-12-09 12:26:53,FALSE,"1468914578612375555","1468920080440315907","1229083926699765761","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anxietyc1",0,FALSE,FALSE,NA,NA
"43","@schfess BAJU OLAHRAGA GUE KAYAK TAHANAN SQUID GAME <U+0001F635>",FALSE,0,"schfess",2021-12-09 12:23:57,FALSE,"1468899741077438464","1468919342133874693","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noevieuz",0,FALSE,FALSE,NA,NA
"44","@convomf Pas squid game lagi tayang kapan? Pokoknya pas itu dan gw ngikutin gaya rambut yg cewe siapa namanya lupa… https://t.co/bKlR4kXqbj",FALSE,0,"convomf",2021-12-09 12:23:33,TRUE,"1468898241710223360","1468919242284154880","1314975287294083073","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rabbityyy___",0,FALSE,FALSE,NA,NA
"45","@schfess Loppp banget ama baju olahraga sma guaaa &lt;33333 macem squid game awoakwoka https://t.co/3KaMuJqLWq",FALSE,281,"schfess",2021-12-09 12:20:28,FALSE,"1468899741077438464","1468918468917432321","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","archiveforran_",1,FALSE,FALSE,NA,NA
"46","@schfess Dah siap join squid game si mana warnanya persis bgt tinggal tambahin jaket doang ini mah https://t.co/F8SwtJKcUy",FALSE,1,"schfess",2021-12-09 12:16:43,FALSE,"1468899741077438464","1468917524217536512","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","browniepoppy",0,FALSE,FALSE,NA,NA
"47","NETFLIX <U+0001F3A5>

 —HARIAN 
1 HARI : 4K
3 HARI : 8K
7 HARI : 13K
—SHARING 
1 BULAN : 38k
—PRIVATE 
1 BULAN : 170k

<U+0001F4B0> shope… https://t.co/hDMiyauiNU",FALSE,0,NA,2021-12-09 12:13:34,TRUE,NA,"1468916731460550657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stairysz",0,FALSE,FALSE,NA,NA
"48","Tebak-tebakan. Squid Game + cowok, Wi Hajoon kayanya. https://t.co/b4b1hTTciK",FALSE,0,NA,2021-12-09 12:05:42,FALSE,NA,"1468914752147509251",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SummerBreeaze",0,FALSE,FALSE,NA,NA
"49","baju olahraga gue mirip baju squid game <U+263A><U+FE0F> https://t.co/a8xiydFEae",FALSE,0,NA,2021-12-09 12:03:39,FALSE,NA,"1468914234184531970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bpkjuyeon",0,FALSE,FALSE,NA,NA
"50","@convomfs baju or sekolahku warna ijo kyk di squid game <U+0001F643>",FALSE,0,"convomfs",2021-12-09 12:02:34,FALSE,"1468913432057368580","1468913963513434120","1284061445148209154","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sadturnious",0,FALSE,FALSE,NA,NA
"51","Dia yang nonton Squid Game, sayaaa yang ketonto<U+0001F617> https://t.co/WpZS5e0Fff",FALSE,0,NA,2021-12-09 11:59:30,FALSE,NA,"1468913191996383236",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","afinaaaf1",0,FALSE,FALSE,NA,NA
"52","Capek ya Allah, setelah liat muka jay ada di baju squid game. Sekarang ... tempat kerupuk?!<U+0001F62D> https://t.co/rxoTOeE1WM https://t.co/NADs64ODl8",FALSE,0,NA,2021-12-09 11:58:31,FALSE,NA,"1468912943890776069",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enhypencrushh",0,FALSE,FALSE,NA,NA
"53","Penasaran sama drakor yang 1 ini, wkwk oke ini baru drakor yang ke-2 gua tonton setelah Squid Game

Sudah menonton… https://t.co/TUuw3dpBPp",FALSE,0,NA,2021-12-09 11:55:50,TRUE,NA,"1468912267458592771",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ricomaziz",0,FALSE,FALSE,NA,NA
"54","@RizkyNabil1 WKWKWKW SQUID GAME",FALSE,0,"RizkyNabil1",2021-12-09 11:46:06,FALSE,"1468844281091690496","1468909818547097603","1132312635867713536","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hadehbina",0,FALSE,FALSE,NA,NA
"55","@heessyeung gose 2021 yg eps 32 yg mereka main squid game lucuu trs yg eps 23 yg ky family 100 jg lucuu",FALSE,0,"heessyeung",2021-12-09 11:38:32,FALSE,"1468905432181723140","1468907914702123011","1377253511004483585","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","97FOLDERS_",0,FALSE,FALSE,NA,NA
"56","@kdrama_menfess My Name sama squid game, saking banyaknya spoiler wkwkwk",FALSE,0,"kdrama_menfess",2021-12-09 11:30:36,FALSE,"1468765890665533442","1468905917051670528","1012588105591713793","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","okebhaiq",0,FALSE,FALSE,NA,NA
"57","@schfess Warna ijo,sampe pernah dibilang ""baju squid game"",gara gara motif di dadanya putih mirip squid game",FALSE,0,"schfess",2021-12-09 11:29:50,FALSE,"1468899741077438464","1468905723782258688","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vogunoir",0,FALSE,FALSE,NA,NA
"58","@schfess tinggal main squid game aja sih https://t.co/pufXFR6AVr",FALSE,6,"schfess",2021-12-09 11:24:22,FALSE,"1468899741077438464","1468904349346635776","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","larvariuss",0,FALSE,FALSE,NA,NA
"59","@schfess Ijo putih gitu nder persis squid game <U+0001F62D><U+0001F62D><U+0001F44D>",FALSE,0,"schfess",2021-12-09 11:14:28,FALSE,"1468899741077438464","1468901856302665728","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ljenthusiast_",0,FALSE,FALSE,NA,NA
"60","film ato series yg vibesnya kaya squid game, selain alice in borderland, escape room, sama ready or not apalagi si",FALSE,0,NA,2021-12-09 11:13:41,FALSE,NA,"1468901661338787845",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_apphrodite",0,FALSE,FALSE,NA,NA
"61","@schfess kyk baju olahraganya squid game wkwk",FALSE,0,"schfess",2021-12-09 11:08:18,FALSE,"1468899741077438464","1468900307413311492","1201673806156161025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","markaiyaya",0,FALSE,FALSE,NA,NA
"62","@krdramafess Ini pulau squid game ya?",FALSE,0,"krdramafess",2021-12-09 11:06:27,FALSE,"1468891925012828161","1468899840813719553","2345740279","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","susahbikinuser",0,FALSE,FALSE,NA,NA
"63","Salfok itu tagnya kaya di squid game.. tau ah",FALSE,0,NA,2021-12-09 11:04:58,FALSE,NA,"1468899467411607552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__omuricejinnie",0,FALSE,FALSE,NA,NA
"64","Serial televisi fenomenal asal Korea Selatan, Squid Game, kemungkinan besar bakal lanjut ke season dua. 
https://t.co/qssRSwbXIi",FALSE,0,NA,2021-12-09 11:01:17,FALSE,NA,"1468898539497394177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","urbanasiacom",0,FALSE,FALSE,NA,NA
"65","@jjimochiw @FOOD_FESS IMO, minum alkohol itu, biar hangover nya bisa di kontrol, baik nya sambil makan sesuatu, dan… https://t.co/GPuuP7G0qY",FALSE,0,"jjimochiw",2021-12-09 10:54:44,TRUE,"1468882562697236484","1468896890531958786","1156535884797190145","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nowfree7",0,FALSE,FALSE,NA,NA
"66","@NetflixKR Heechul oppa, kamu lagi cari job tambahan karena jadi pengemis new world, tapi jgn squid game juga <U+0001F62D><U+0001F62D><U+0001F62D>",FALSE,0,"NetflixKR",2021-12-09 10:45:55,FALSE,"1468868029358370821","1468894675301847041","3026881800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrahmahHAE",0,FALSE,FALSE,NA,NA
"67","@kep1erdiary Cocok banget kek sae byeok squid game",FALSE,0,"kep1erdiary",2021-12-09 10:41:50,FALSE,"1468893236357832705","1468893644954374144","1424671066064969730","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shemangad",0,FALSE,FALSE,NA,NA
"68","@safboy123 @ShoaibSir2 @EmeraldValour @Iu13Abdulaziz @TheRealPCB Maine atleast shakal toh lagai hai teri tarah fake… https://t.co/kyQcPwF35R",FALSE,0,"safboy123",2021-12-09 10:40:03,TRUE,"1468892091719766024","1468893197384368129","450015913","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nishantppathak",0,FALSE,FALSE,NA,NA
"69","https://t.co/AkZ7EgQUSr: Daftar acara TV yang paling banyak dicari di Google sepanjang tahun 2021. Ada Squid Game,… https://t.co/6DW09wmwnM",FALSE,0,NA,2021-12-09 10:28:03,TRUE,NA,"1468890178244595712",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Zigidotid",0,FALSE,FALSE,NA,NA
"70","/ibh/ minta foto taehyung squid game yang hd dong sobat<U+0001F62D><U+0001F62D>",FALSE,1,NA,2021-12-09 10:19:48,FALSE,NA,"1468888100059299840",NA,"<a href=""https://twitter.com/ibighitmenfess"" rel=""nofollow"">ibighit menfess</a>","ibighitfess",0,FALSE,FALSE,NA,NA
"71","Udah tamat nonton Money Heist atau gak bisa move on dari Squid Game, tapi gak tau mau nonton apa lagi? Coba cek Res… https://t.co/um9A3gQEf0",FALSE,2,NA,2021-12-09 10:19:47,TRUE,NA,"1468888098016616450",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","beta_talks",0,FALSE,FALSE,NA,NA
"72","Coy minta foto taehyung squid game yang hd dong<U+0001F62D><U+0001F62D>",FALSE,0,NA,2021-12-09 10:16:18,FALSE,NA,"1468887220702486534",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MINTYO0NGl",0,FALSE,FALSE,NA,NA
"73","@moviemenfes Bukan film sih , Arcane di Netflix.. suka sedih ngeliat betapa underated nya di Indo... Pdahal di luar… https://t.co/VOrBnxVyS4",FALSE,3,"moviemenfes",2021-12-09 10:15:32,TRUE,"1468881858737758211","1468887025247916034","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lesyeuxdeanne__",0,FALSE,FALSE,NA,NA
"74","Totalitas! YouTuber Ini Bikin Set Squid Game Versi Nyata Berhadiah Rp6 Miliar: Viral, YouTuber asal Amerika Serikat… https://t.co/1RZVF4nAU3",FALSE,0,NA,2021-12-09 10:06:34,TRUE,NA,"1468884771312844801",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","FIMELAdotcom",1,FALSE,FALSE,NA,NA
"75","""nih kak boneka squid game"" https://t.co/oKI6XKwQoC",FALSE,0,NA,2021-12-09 10:05:50,FALSE,NA,"1468884587107344385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_inua",0,FALSE,FALSE,NA,NA
"76","Topik Terpopuler di Google, Dari PPKM Hingga Squid Game https://t.co/gAAoCce0bA",FALSE,0,NA,2021-12-09 10:05:02,FALSE,NA,"1468884386242125829",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","telset_id",0,FALSE,FALSE,NA,NA
"77","nonton squid game ah wkwkwk",FALSE,0,NA,2021-12-09 10:04:05,FALSE,NA,"1468884143496777730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaembercityx",0,FALSE,FALSE,NA,NA
"78","jaehyun semoga habis ini kamu nemu project drama yang langsung booming ngalahin squid game aamiin",FALSE,0,NA,2021-12-09 09:52:14,FALSE,NA,"1468881161527062529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","huangthings",0,FALSE,FALSE,NA,NA
"79","ugm_fess saran drakor yang menarik dongg, kyak true beauty, DOTS, nevertheless, yg gak bosenin pokoknya, atau thril… https://t.co/uXLU5T18gR",FALSE,13,NA,2021-12-09 09:50:35,TRUE,NA,"1468880748430036994",NA,"<a href=""https://twitter.com/UGM_FESS"" rel=""nofollow"">ugm_fess.</a>","UGM_FESS",0,FALSE,FALSE,NA,NA
"80","@kdrama_menfess squid game karna banyak banget yg ngomongin",FALSE,0,"kdrama_menfess",2021-12-09 09:45:03,FALSE,"1468765890665533442","1468879355682050049","1012588105591713793","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anna12904",0,FALSE,FALSE,NA,NA
"81","@kdrama_menfess Squid game soalnya spoilernya lwt mulu anj di tt",FALSE,0,"kdrama_menfess",2021-12-09 09:43:46,FALSE,"1468765890665533442","1468879031445581824","1012588105591713793","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sweettycaramel_",0,FALSE,FALSE,NA,NA
